metin,kategori,zorluk,kaynak
Dolar cinsinden tasarruflarını korumak ve aynı zamanda katılım esaslı bir getiri modeline dahil olmak isteyen müşteriler 3 aylık dönem seçebilir. Hesaba yatırılan tutar ortak bir fonlama havuzunda değerlendirilir ve gerçekleşen sonuç müşterinin paylaşım oranına göre yansıtılır.,katilma_hesabi,zor,synthetic
Elinizdeki gram altınları belirli bir süre kullanmayı düşünmüyorsanız 6 aylık değerlendirme seçeneğini tercih edebilirsiniz. Dönem sonunda elde edilen sonuç hesabınıza paylaştırılır; klasik faizli ürünlerde olduğu gibi önceden kesinleştirilmiş bir kazanç bulunmaz.,katilma_hesabi,zor,synthetic
"Aylık harcamalarınız dışında kalan tasarrufunuzu 25.000 TL başlangıç tutarıyla ayrı bir hesapta değerlendirebilirsiniz. 1 ay, 3 ay veya 1 yıl sonunda hesabın performansına bağlı olarak oluşan kazanç ya da zarar bakiyenize yansıtılır.",katilma_hesabi,zor,synthetic
"Sabit getiri beklentisi yerine ticari faaliyetlerden doğan sonuca ortak olmayı tercih eden müşteriler için farklı vadelerde tasarruf seçeneği bulunmaktadır. Euro bazında açılabilen hesaplarda minimum 2.000 euro ile 3 veya 6 aylık dönem seçilebilir. Vade bitiminde oluşan pay, ilgili dönemin gerçekleşen sonucuna bağlıdır.",katilma_hesabi,zor,synthetic
"Katılım bankacılığı prensiplerine uygun sukuk seçenekleriyle yatırım portföyünüzü çeşitlendirebilirsiniz. Farklı vade ve getiri yapılarına sahip kira sertifikalarını mobil uygulama üzerinden inceleyebilir, uygun gördüğünüz ürüne yatırım yapabilirsiniz.",yatirim,kolay,synthetic
"Birikimlerinizi profesyonel olarak yönetilen katılım fonlarında değerlendirebilirsiniz. Düşük, orta ve yüksek risk seviyesine sahip fon seçenekleri arasından yatırım hedeflerinize uygun tercihi yapabilirsiniz. Alım ve satım işlemleri internet bankacılığından gerçekleştirilebilir.",yatirim,kolay,synthetic
Altın fiyatlarındaki hareketlerden yararlanmak isteyen müşteriler için gram altın alım satım imkânı sunulmaktadır. Yatırım hesabınız üzerinden dilediğiniz tutarda altın alabilir ve portföyünüzde takip edebilirsiniz.,yatirim,kolay,synthetic
"Döviz yatırımlarınızı dolar ve euro cinsinden kolayca yönetebilirsiniz. Mobil uygulama üzerinden piyasa koşullarını takip ederek alım veya satım işlemi gerçekleştirebilir, varlık dağılımınızı çeşitlendirebilirsiniz.",yatirim,kolay,synthetic
Kira sertifikalarına yatırım yaparak faizsiz sermaye piyasası araçlarını portföyünüze ekleyebilirsiniz. Farklı vadelerde ihraç edilen ürünlerin detayları ve risk bilgileri internet şubesinde görüntülenebilir.,yatirim,kolay,synthetic
"Yatırım hesabı açarak katılım esaslı fon, sukuk, altın ve döviz ürünlerine tek noktadan erişebilirsiniz. İşlemlerinizi mobil kanaldan takip edebilir ve portföyünüzün dağılımını ihtiyaçlarınıza göre değiştirebilirsiniz.",yatirim,kolay,synthetic
"Orta vadeli birikimlerini sermaye piyasalarında değerlendirmek isteyen müşteriler için kira sertifikası seçenekleri sunulmaktadır. 6 ay, 1 yıl ve daha uzun vadeli ihraçlar arasından tercih yapılabilir. Ürünün getirisi ve vade yapısı ihraç koşullarına göre değişiklik gösterebilir.",yatirim,orta,synthetic
"Portföyünde farklı varlık sınıflarına yer vermek isteyen müşteriler altın, döviz ve katılım fonlarını birlikte değerlendirebilir. Risk dağılımı, yatırım süresi ve piyasa beklentileri dikkate alınarak farklı ürün kombinasyonları oluşturulabilir. İşlemler mobil uygulama üzerinden yönetilebilir.",yatirim,orta,synthetic
"Katılım hisse senetlerine ve faizsiz sermaye piyasası araçlarına yönelen fonumuz, uzun vadeli değer artışı hedefleyen yatırımcılara yöneliktir. Fonun risk seviyesi yüksek olup getirisi piyasa hareketlerine bağlı olarak değişebilir. Alım talimatları internet bankacılığından iletilebilir.",yatirim,orta,synthetic
Kısa ve orta vadeli piyasa fırsatlarını değerlendirmek isteyen müşteriler için sukuk ağırlıklı bir katılım fonu sunulmaktadır. Portföyün önemli bölümü kira sertifikalarından oluşurken kalan kısmı farklı faizsiz yatırım araçlarında değerlendirilebilir. Fon paylarının değeri piyasa koşullarına göre değişmektedir.,yatirim,orta,synthetic
Altın birikimini yalnızca hesapta tutmak yerine fiyat hareketlerinden faydalanmak isteyen müşteriler düzenli alım talimatı verebilir. Belirlenen tutarda gram altın alımı yapılarak portföy zaman içinde büyütülebilir. Alım ve satış fiyatları piyasa koşullarına göre anlık olarak değişmektedir.,yatirim,orta,synthetic
Yabancı para varlıklarını çeşitlendirmek isteyen bireysel müşteriler dolar ve euro işlemlerini yatırım hesabı üzerinden gerçekleştirebilir. Kur hareketlerine bağlı olarak değer kazancı veya kaybı oluşabileceğinden ürünlerin piyasa riski taşıdığı dikkate alınmalıdır. İşlemler mobil ve internet kanallarından yapılabilir.,yatirim,orta,synthetic
Düşük ve orta risk profiline sahip müşteriler için kira sertifikası ve kısa vadeli katılım araçlarından oluşan bir fon alternatifi sunulmaktadır. Fon portföyü profesyonel yöneticiler tarafından piyasa koşullarına göre güncellenir. Getiri önceden garanti edilmez ve fon birim pay değeri değişebilir.,yatirim,orta,synthetic
"Uzun vadede varlıklarını çeşitlendirmek isteyen müşteriler için altın, döviz, sukuk ve katılım fonlarının yer aldığı farklı ürün seçenekleri bulunmaktadır. Tek bir varlık grubuna yoğunlaşmak yerine risk tercihinize uygun bir portföy dağılımı oluşturabilirsiniz. Güncel değerler internet bankacılığından takip edilebilir.",yatirim,orta,synthetic
Belirli bir süre kullanmayı planlamadığınız paranızı sabit bir hesapta tutmak yerine farklı faizsiz sermaye piyasası araçlarına dağıtabilirsiniz. Kira sertifikası ve katılım fonu payları satın alınarak piyasa koşullarına bağlı bir portföy oluşturulabilir. Varlıkların değeri alım tarihinden sonra artabileceği gibi azalabilir.,yatirim,zor,synthetic
"Tasarruflarını değerlendirmek isteyen müşteriler için önceden belirlenmiş bir kâr paylaşım oranı yerine, piyasa değeri günlük olarak değişen araçlara erişim imkânı sunulmaktadır. Portföye sukuk, altın ve seçili katılım fonu payları eklenebilir. Alım ve satım kararları yatırımcının tercihine göre gerçekleştirilir.",yatirim,zor,synthetic
"Birikiminizin tamamını tek bir vadeli üründe değerlendirmek yerine farklı araçlara bölerek risk dağılımı sağlayabilirsiniz. Örneğin portföyün bir bölümü kira sertifikalarında, diğer bölümü gram altın ve katılım fonlarında tutulabilir. Bu yapıdaki kazanç veya kayıp, seçilen araçların piyasa performansına bağlıdır.",yatirim,zor,synthetic
"Düzenli tasarruf yapan müşteriler her ay belirledikleri tutarla seçili fonlardan pay satın alabilir. İşlem, klasik bir katılma hesabında olduğu gibi vade sonunda kâr payı dağıtımına dayanmaz; portföyünüzdeki payların değeri piyasa hareketlerine göre değişir. Talimatlar mobil uygulama üzerinden güncellenebilir.",yatirim,zor,synthetic
"Uzun süre elde tutulması planlanan birikimler için altın ve kira sertifikalarının birlikte yer aldığı dengeli bir dağılım tercih edilebilir. Müşteri belirli bir vade sonunda sabit getiri almak yerine, sahip olduğu araçların fiyat ve gelir performansına ortak olur. Portföy durumu internet şubesinden izlenebilir.",yatirim,zor,synthetic
"Katılım esaslarına uygun ürünlerle birikimini büyütmek isteyen müşteriler, doğrudan fon payı veya sukuk edinerek farklı piyasa araçlarına erişebilir. Burada tutar bir tasarruf hesabına yatırılmak yerine seçilen sermaye piyasası aracının satın alınmasında kullanılır. Risk seviyesi ve beklenen yatırım süresi ürün tercihi yapılırken dikkate alınmalıdır.",yatirim,zor,synthetic
"Mobil bankacılık uygulamamız yenilendi. Güncel sürümle hesap hareketlerinizi görüntüleyebilir, para transferlerinizi daha hızlı gerçekleştirebilir ve şube bilgilerine kolayca ulaşabilirsiniz.",diger,kolay,synthetic
FAST ile para transferlerinizi günün her saatinde gerçekleştirebilirsiniz. IBAN veya kolay adres bilgisi kullanarak işleminizi mobil ve internet bankacılığından tamamlayabilirsiniz.,diger,kolay,synthetic
"ATM'lerimizden para çekme, para yatırma ve hesap bakiyesi görüntüleme işlemleri yapılabilmektedir. Size en yakın ATM'nin konumuna mobil uygulamamız üzerinden ulaşabilirsiniz.",diger,kolay,synthetic
Müşteri hizmetleri kanalımız üzerinden hesap işlemleri ve dijital bankacılık kullanımı hakkında destek alabilirsiniz. Temsilcilerimize haftanın her günü belirtilen hizmet saatleri içinde ulaşabilirsiniz.,diger,kolay,synthetic
Yeni şubemiz 1 Eylül 2026 tarihinden itibaren hizmet vermeye başlayacaktır. Bireysel ve ticari müşterilerimiz bankacılık işlemleri için yeni hizmet noktamızı ziyaret edebilir.,diger,kolay,synthetic
İnternet bankacılığında güvenliğinizi artırmak amacıyla giriş adımları güncellenmiştir. Hesabınıza erişirken tek kullanımlık doğrulama kodu talep edilebilir.,diger,kolay,synthetic
"Mobil uygulamadaki yeni para transferi ekranı sayesinde kayıtlı alıcılarınıza daha az adımla gönderim yapabilirsiniz. EFT, havale ve FAST seçenekleri işlem saatine göre otomatik olarak gösterilir. Transfer geçmişiniz aynı ekrandan görüntülenebilir.",diger,orta,synthetic
İşyerinizde tahsilat süreçlerini kolaylaştırmak için farklı POS çözümleri sunulmaktadır. Fiziki POS cihazlarının yanı sıra uygun işletmeler sanal POS hizmetinden de yararlanabilir. Başvurular şubeler üzerinden alınmaktadır.,diger,orta,synthetic
Yurt içi para gönderim işlemlerinizde alıcının IBAN bilgisini kullanarak transfer talimatı oluşturabilirsiniz. Mobil ve internet kanallarında işlem öncesinde alıcı adı ve tutar bilgileri kontrol ekranında gösterilir. Onaylanan transferlerin durumu işlem geçmişinden izlenebilir.,diger,orta,synthetic
Dijital bankacılık kullanıcılarının güvenliği için şüpheli girişlerin tespit edilmesine yönelik yeni kontroller devreye alınmıştır. Tanınmayan bir cihazdan giriş yapılması halinde ek doğrulama istenebilir. Bankamız sizden telefon veya mesaj yoluyla internet şifrenizi paylaşmanızı talep etmez.,diger,orta,synthetic
"Ev veya işyerinde oluşabilecek belirli risklere karşı sigorta seçenekleri hakkında şubelerimizden bilgi alabilirsiniz. Poliçe kapsamı, teminatlar ve prim tutarları seçilen ürüne göre değişmektedir. Bu hizmet herhangi bir ev satın alma finansmanı içermemektedir.",diger,orta,synthetic
"Mobil uygulamanın yeni sürümünde hesaplar arası geçiş, dekont paylaşımı ve işlem arama özellikleri geliştirildi. Güncelleme sonrasında sık kullandığınız bankacılık işlemlerine ana ekrandan erişebilirsiniz. Eski uygulama sürümleri belirli bir tarihten sonra desteklenmeyebilir.",diger,orta,synthetic
ATM üzerinden gerçekleştirilen işlemlerde güvenliğinizi korumak için şifrenizi üçüncü kişilerle paylaşmayınız. Kartınızı cihazda unutmanız durumunda müşteri hizmetleriyle iletişime geçebilirsiniz. ATM kullanımına ilişkin güncel işlem limitleri dijital kanallardan görüntülenebilir.,diger,orta,synthetic
İşyeri müşterileri satışlarından doğan tahsilatlarını POS üzerinden banka hesaplarına aktarabilir. Gün sonu raporları internet bankacılığından görüntülenebilir ve işlem hareketleri dışa aktarılabilir. Hizmet koşulları işletme tipine göre değişebilir.,diger,orta,synthetic
Hesabınıza tanımlayacağınız cep telefonu numarasıyla para transferlerinde IBAN paylaşma ihtiyacını azaltabilirsiniz. Kolay adres tanımı mobil uygulamadan oluşturulabilir veya güncellenebilir. Tanımlama işlemi herhangi bir yatırım ya da finansman ürünü oluşturmaz.,diger,orta,synthetic
Kartınızı evde unutsanız bile uygun ATM'lerde mobil uygulamadaki karekod özelliğini kullanarak hesabınızdan para çekebilirsiniz. İşlem doğrudan seçtiğiniz hesaptaki mevcut bakiyeden gerçekleştirilir. Bu özellik kartla yapılan bir alışveriş kampanyası veya kredi kartı avantajı değildir.,diger,zor,synthetic
Araç satış işlemi sonrasında tarafınıza gönderilecek bedeli IBAN üzerinden hesabınıza kabul edebilirsiniz. Yüksek tutarlı transferlerde işlem güvenliği amacıyla ek doğrulama veya işlem kontrolü uygulanabilir. Sunulan hizmet aracın satın alınmasına yönelik bir finansman desteği değildir.,diger,zor,synthetic
"Yeni evinize taşındıktan sonra elektrik, su ve doğal gaz faturalarınız için otomatik ödeme talimatı oluşturabilirsiniz. Talimatlar mobil uygulamadan görüntülenebilir, değiştirilebilir veya iptal edilebilir. Hizmet yalnızca fatura ödemelerinin düzenli olarak gerçekleştirilmesini sağlar.",diger,zor,synthetic
Birikim hesabınızdan farklı bir hesaba para aktarmak istediğinizde hesaplar arası transfer özelliğini kullanabilirsiniz. İşlem sırasında herhangi bir vade veya kâr payı tanımlanmaz; yalnızca bakiyenizin seçtiğiniz hesaba aktarımı yapılır. Transfer sonucu mobil uygulamadan takip edilebilir.,diger,zor,synthetic
"Döviz hesabınıza gelen uluslararası transferleri internet bankacılığı üzerinden görüntüleyebilirsiniz. Gönderici banka, işlem tarihi ve gelen tutar bilgileri hesap hareketlerinde yer alır. Bu hizmet döviz alım satımı veya yatırım ürünü edinilmesine yönelik değildir.",diger,zor,synthetic
"Kart bilgilerinizi internet alışverişlerinde korumak için dijital güvenlik ayarlarınızı mobil uygulamadan yönetebilirsiniz. İnternetten işlem yetkisini geçici olarak kapatabilir veya yeniden açabilirsiniz. Duyuru herhangi bir indirim, puan ya da kredi kartı harcama kampanyası içermemektedir.",diger,zor,synthetic
İşletmenize ait araçların akaryakıt ve bakım ödemelerinin takibini kolaylaştırmak için hesap hareketleri raporlama ekranımızı kullanabilirsiniz. Belirli açıklamalara sahip işlemler filtrelenerek raporlanabilir. Hizmet araç satın alımı için kaynak sağlamaz.,diger,zor,synthetic
"Şubeye gitmeden banka hesabınıza ait IBAN bilgisini mobil uygulamadan görüntüleyebilir ve paylaşabilirsiniz. Aynı ekrandan hesap adı, para birimi ve kullanılabilir bakiye bilgilerine erişilebilir. Herhangi bir fon, sukuk veya kâr payı ürünü satın alınmaz.",diger,zor,synthetic
Sağlık kuruluşuna yapacağınız ödemenin doğrudan banka hesabınızdan gönderilmesi için FAST veya EFT kullanabilirsiniz. İşlemin açıklama alanına hasta veya hizmet bilgisini eklemeniz mümkündür. Bu özellik tedavi masraflarına yönelik bir finansman paketi sunmaz.,diger,zor,synthetic
Okul veya kurs ücretinin kurum hesabına gönderilmesi için mobil bankacılıktan para transferi talimatı verebilirsiniz. Alıcının IBAN bilgisi ve gönderilecek tutar onay öncesinde kontrol edilir. İşlem eğitim giderlerini finanse eden ayrı bir ürün değildir.,diger,zor,synthetic
Ev tadilatı yapan ustaya veya tedarikçiye ödeme göndermek için kayıtlı alıcı özelliğinden yararlanabilirsiniz. Daha önce kaydettiğiniz IBAN'a yapılacak transferlerde bilgiler otomatik olarak getirilebilir. Banka bu işlem kapsamında tadilat giderleri için ek kaynak sağlamaz.,diger,zor,synthetic
Altın hesabınıza ait bakiye ve geçmiş hareketler yeni mobil bankacılık ekranında tek sayfada görüntülenebilir. Bu güncelleme yalnızca hesap bilgilerinin izlenmesini ve işlem geçmişine erişimi kolaylaştırmaktadır. Herhangi bir altın fonu veya yatırım tavsiyesi sunulmamaktadır.,diger,zor,synthetic
"Müşterilerimiz, hesaplarında yeterli bakiye bulunması halinde düzenli ödeme talimatları oluşturabilir. Kira, aidat veya benzeri periyodik ödemeler belirlenen tarihlerde otomatik olarak gönderilebilir. Talimatın oluşturulması katılma hesabı açılışı ya da yeni bir yatırım ürünü anlamına gelmez.",diger,zor,synthetic
"İşyerinizde kullanılan POS cihazında bağlantı sorunu yaşamanız halinde teknik destek hattımıza ulaşabilirsiniz. Terminal yeniden başlatma, bağlantı testi ve işlem kontrolü konusunda uzaktan destek sağlanabilir. Hizmet, işletmeye finansman kullandırılmasına yönelik değildir.",diger,zor,synthetic
Banka hesabınıza giriş yapıldığında kayıtlı cep telefonunuza güvenlik bildirimi gönderilebilir. Bildirimde size ait olmayan bir cihaz görürseniz internet bankacılığı şifrenizi değiştirmeniz ve müşteri hizmetlerine bilgi vermeniz önerilir. Bu duyuru hesap güvenliğiyle ilgilidir ve herhangi bir ürün kampanyası içermez.,diger,zor,synthetic
